State,Industry,Series ID,Month,Turnover
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-02-01,42.2
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-03-01,46.5
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-04-01,47.3
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-05-01,49.8
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-06-01,46
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-07-01,46.8
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-08-01,47.4
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-09-01,46
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-10-01,57.4
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-11-01,58.4
Victoria,Footwear and other personal accessory retailing,A3349722T,1996-12-01,86.1
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-01-01,54
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-02-01,48.7
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-03-01,51.7
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-04-01,58
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-05-01,59.6
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-06-01,52.3
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-07-01,58.7
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-08-01,58
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-09-01,59.8
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-10-01,66.4
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-11-01,66.7
Victoria,Footwear and other personal accessory retailing,A3349722T,1997-12-01,98.2
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-01-01,63.6
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-02-01,55.3
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-03-01,64.2
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-04-01,67.6
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-05-01,65.4
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-06-01,61
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-07-01,66.5
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-08-01,63.3
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-09-01,65
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-10-01,74.6
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-11-01,78.9
Victoria,Footwear and other personal accessory retailing,A3349722T,1998-12-01,110
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-01-01,72.2
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-02-01,61.5
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-03-01,78.4
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-04-01,76.5
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-05-01,76.1
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-06-01,76.6
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-07-01,84.6
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-08-01,78
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-09-01,81.7
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-10-01,90.9
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-11-01,95.9
Victoria,Footwear and other personal accessory retailing,A3349722T,1999-12-01,125.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-01-01,84.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-02-01,67.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-03-01,79.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-04-01,79.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-05-01,85.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-06-01,94.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-07-01,64.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-08-01,70.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-09-01,73.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-10-01,88
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-11-01,98.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2000-12-01,145.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-01-01,88.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-02-01,81.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-03-01,92.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-04-01,78.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-05-01,84.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-06-01,81.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-07-01,91.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-08-01,90
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-09-01,92.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-10-01,106.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-11-01,109.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2001-12-01,154.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-01-01,103.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-02-01,92.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-03-01,98.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-04-01,108
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-05-01,114.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-06-01,100.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-07-01,108.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-08-01,110.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-09-01,110.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-10-01,122.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-11-01,128.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2002-12-01,173
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-01-01,103.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-02-01,99.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-03-01,112.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-04-01,108.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-05-01,115.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-06-01,111.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-07-01,116.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-08-01,115.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-09-01,117.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-10-01,136.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-11-01,136.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2003-12-01,192.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-01-01,116
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-02-01,111.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-03-01,124.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-04-01,115.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-05-01,119.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-06-01,116.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-07-01,125
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-08-01,126.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-09-01,123.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-10-01,138.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-11-01,137.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2004-12-01,210.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-01-01,126.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-02-01,122.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-03-01,127.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-04-01,130.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-05-01,143.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-06-01,134
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-07-01,133.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-08-01,131.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-09-01,130
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-10-01,145
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-11-01,148.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2005-12-01,203.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-01-01,131.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-02-01,121.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-03-01,138.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-04-01,132.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-05-01,141.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-06-01,147.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-07-01,139.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-08-01,144.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-09-01,144.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-10-01,170.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-11-01,161.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2006-12-01,212.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-01-01,133.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-02-01,121.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-03-01,138.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-04-01,130.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-05-01,141.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-06-01,136.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-07-01,142.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-08-01,147
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-09-01,149.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-10-01,163.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-11-01,183
Victoria,Footwear and other personal accessory retailing,A3349722T,2007-12-01,231.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-01-01,155.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-02-01,146.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-03-01,151.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-04-01,156.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-05-01,161
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-06-01,146.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-07-01,144.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-08-01,141.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-09-01,136.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-10-01,158.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-11-01,155.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2008-12-01,215.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-01-01,136.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-02-01,116.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-03-01,143.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-04-01,139.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-05-01,149.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-06-01,138.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-07-01,138.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-08-01,139.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-09-01,143.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-10-01,156.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-11-01,166.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2009-12-01,250.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-01-01,160.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-02-01,136.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-03-01,144
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-04-01,161.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-05-01,187.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-06-01,171.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-07-01,164.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-08-01,162.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-09-01,163
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-10-01,160.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-11-01,160.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2010-12-01,254.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-01-01,160.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-02-01,145.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-03-01,156
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-04-01,190.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-05-01,192.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-06-01,183.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-07-01,153.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-08-01,155.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-09-01,153.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-10-01,170.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-11-01,167.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2011-12-01,272.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-01-01,181.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-02-01,159.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-03-01,177.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-04-01,179.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-05-01,202.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-06-01,194.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-07-01,166.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-08-01,170.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-09-01,167.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-10-01,173.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-11-01,166.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2012-12-01,277.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-01-01,166.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-02-01,146
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-03-01,153.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-04-01,149.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-05-01,157.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-06-01,147.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-07-01,148.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-08-01,155.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-09-01,147.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-10-01,138.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-11-01,143.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2013-12-01,231.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-01-01,146.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-02-01,131.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-03-01,140.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-04-01,134.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-05-01,142.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-06-01,128.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-07-01,134.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-08-01,136.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-09-01,134.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-10-01,150.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-11-01,152.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2014-12-01,268.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-01-01,158.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-02-01,140.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-03-01,152.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-04-01,147.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-05-01,150.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-06-01,137.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-07-01,150.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-08-01,146
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-09-01,140.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-10-01,154.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-11-01,159.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2015-12-01,271.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-01-01,160.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-02-01,139
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-03-01,138.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-04-01,150.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-05-01,151.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-06-01,145.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-07-01,143.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-08-01,146.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-09-01,149.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-10-01,154.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-11-01,165.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2016-12-01,299.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-01-01,171.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-02-01,150.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-03-01,158.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-04-01,153
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-05-01,173.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-06-01,154.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-07-01,151.1
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-08-01,151.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-09-01,149.5
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-10-01,159.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-11-01,178.9
Victoria,Footwear and other personal accessory retailing,A3349722T,2017-12-01,320.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-01-01,168.3
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-02-01,152.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-03-01,166.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-04-01,159.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-05-01,178.8
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-06-01,156.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-07-01,153.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-08-01,163.2
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-09-01,152.4
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-10-01,174.7
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-11-01,196.6
Victoria,Footwear and other personal accessory retailing,A3349722T,2018-12-01,323.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1982-04-01,58.2
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1982-05-01,62
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1982-06-01,53.8
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1982-07-01,57.9
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1982-08-01,59.2
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1982-09-01,57.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1982-10-01,66.9
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1982-11-01,78.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1982-12-01,87.5
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-01-01,58.8
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-02-01,59.7
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-03-01,71.6
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-04-01,56.2
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-05-01,62
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-06-01,57
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-07-01,54.9
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-08-01,58.8
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-09-01,57.4
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-10-01,59.9
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-11-01,64.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1983-12-01,75.7
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-01-01,65.9
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-02-01,68.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-03-01,79.4
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-04-01,61
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-05-01,73.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-06-01,61.8
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-07-01,62.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-08-01,66.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-09-01,61.7
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-10-01,74.2
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-11-01,78.7
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1984-12-01,85.5
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-01-01,64.7
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-02-01,62.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-03-01,67.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-04-01,66.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-05-01,78.5
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-06-01,68
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-07-01,77.5
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-08-01,79.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-09-01,78.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-10-01,98
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-11-01,100.8
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1985-12-01,109.4
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-01-01,84.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-02-01,78.4
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-03-01,76.4
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-04-01,87.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-05-01,102.5
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-06-01,89
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-07-01,96.8
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-08-01,98.5
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-09-01,94.6
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-10-01,104.4
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-11-01,101.2
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1986-12-01,117.4
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-01-01,93.2
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-02-01,87.2
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-03-01,93.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-04-01,88.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-05-01,95.7
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-06-01,89.9
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-07-01,103.7
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-08-01,100
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-09-01,101.2
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-10-01,112.8
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-11-01,104.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1987-12-01,120.5
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-01-01,83.4
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-02-01,91.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-03-01,96
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-04-01,91.7
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-05-01,107.9
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-06-01,101.9
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-07-01,93.2
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-08-01,100.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-09-01,93
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-10-01,98
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-11-01,101.9
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1988-12-01,117.1
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1989-01-01,84.5
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1989-02-01,84.3
Victoria,"Furniture, floor coverings, houseware and textile goods retailing",A3349413L,1989-03-01,93.4
